ent,eda,factorExpansion,sex,n_asi_por
12,14,92,2,1
12,14,85,2,1
12,12,85,1,1
12,12,85,2,1
12,13,93,1,1
12,17,85,1,1
12,13,92,1,1
12,16,80,2,1
12,13,135,2,1
12,15,86,2,1
12,14,80,2,1
12,14,98,2,1
12,16,98,1,1
12,16,80,2,1
12,16,82,1,1
12,13,150,2,1
12,14,135,1,3
12,13,80,2,1
12,12,135,2,3
12,17,98,2,3
12,14,100,2,1
12,14,101,1,1
12,13,101,2,1
12,12,101,2,1
12,17,92,2,1
12,14,92,1,1
12,12,92,1,1
12,12,98,2,1
12,16,98,1,3
12,15,90,2,1
12,12,92,2,1
12,13,92,1,1
12,17,132,1,4
12,15,132,2,1
12,15,88,2,1
12,15,87,2,1
12,13,88,1,1
12,16,91,1,1
12,17,132,1,1
12,17,95,2,1
12,17,95,1,1
12,16,95,1,1
12,16,88,1,1
12,12,95,1,1
12,13,132,1,1
12,16,95,1,3
12,15,77,2,1
12,13,95,2,1
12,13,77,1,3
12,14,96,2,1
12,13,109,2,1
12,14,91,1,1
12,12,91,2,1
12,15,90,1,6
12,17,112,2,1
12,16,95,2,1
12,17,125,2,1
12,14,74,1,1
12,16,86,2,1
12,17,110,2,1
12,17,110,1,1
12,12,110,1,1
12,17,98,1,3
12,16,142,2,1
12,12,142,2,1
12,13,94,1,1
12,13,85,1,1
12,15,106,1,1
12,12,85,2,1
12,17,98,2,1
12,16,119,1,1
12,14,119,2,1
12,15,103,1,1
12,15,119,1,1
12,16,119,2,1
12,16,119,2,1
12,15,83,1,1
12,12,83,1,1
12,14,64,1,1
12,16,83,2,1
12,16,97,1,1
12,14,83,2,1
12,16,97,1,1
12,13,101,2,1
12,13,103,1,1
12,16,91,2,3
12,17,97,1,1
12,17,91,1,1
12,13,101,2,1
12,12,101,2,1
12,14,73,1,1
12,12,74,2,1
12,16,74,1,6
12,16,102,2,1
12,16,111,2,1
12,12,74,2,1
12,16,111,1,1
12,12,81,1,1
12,14,81,2,1
12,14,73,1,1
12,14,81,1,3
12,16,98,1,1
12,13,73,1,1
12,14,88,2,1
12,16,70,1,4
12,12,70,2,1
12,15,120,2,1
12,13,71,1,1
12,13,94,1,1
12,16,79,2,1
12,14,71,2,1
12,16,100,2,1
12,16,100,1,1
12,14,119,2,7
12,16,79,2,1
12,15,89,1,1
12,14,89,2,1
12,14,104,1,1
12,14,101,2,1
12,13,84,1,1
12,16,84,2,1
12,15,84,1,1
12,16,84,1,1
12,13,84,2,1
12,14,73,1,1
12,14,86,2,1
12,17,101,2,1
12,13,101,1,1
12,17,77,2,4
12,14,77,1,1
12,17,70,1,3
12,17,91,1,1
12,14,105,2,1
12,14,63,2,1
12,14,105,2,1
12,13,105,2,1
12,12,105,2,1
12,17,89,1,7
12,15,89,1,3
12,15,119,2,3
12,14,73,2,1
12,15,104,2,1
12,15,102,1,1
12,14,104,1,4
12,14,104,2,1
12,14,119,1,1
12,12,119,1,1
12,16,95,1,7
12,14,119,2,1
12,14,86,2,1
12,12,86,1,1
12,17,95,1,3
12,13,95,2,1
12,17,95,2,1
12,14,104,2,1
12,16,101,2,1
12,13,101,1,1
12,15,104,2,1
12,13,105,1,1
12,12,97,2,1
12,17,97,2,5
12,13,101,1,1
12,12,83,2,1
12,14,166,1,1
12,12,87,1,1
12,17,87,2,1
12,15,84,1,1
12,15,105,2,1
12,15,105,1,1
12,17,78,2,3
12,13,78,2,1
12,15,91,1,1
12,15,71,1,1
12,16,99,1,1
12,15,99,1,1
12,16,99,2,1
12,15,79,1,1
12,15,79,2,1
12,17,83,1,3
12,17,83,1,3
12,13,99,2,1
12,12,91,1,1
12,13,74,1,1
12,12,74,1,1
12,12,74,2,1
12,13,79,2,1
12,16,104,1,1
12,16,104,1,1
12,14,104,1,1
12,17,83,1,1
12,15,83,2,1
12,16,83,2,1
12,17,101,1,1
12,13,101,2,1
12,13,88,1,3
12,12,166,2,1
12,15,166,1,1
12,15,92,1,1
12,12,92,1,1
12,17,90,2,1
12,13,90,2,1
12,12,81,2,1
12,17,84,2,1
12,15,84,1,1
12,16,88,2,1
12,14,88,2,1
12,16,123,2,1
12,16,109,2,1
12,13,123,2,1
12,13,109,2,1
12,15,81,2,7
12,14,109,2,1
12,13,109,2,1
12,16,85,2,1
12,17,123,1,3
12,17,136,2,1
12,16,136,1,1
12,12,136,1,1
12,17,93,1,3
12,13,89,1,1
12,16,90,1,1
12,15,104,2,1
12,13,83,1,1
12,17,151,1,3
12,13,151,1,1
12,12,151,2,1
12,14,90,1,1
12,16,151,2,1
12,15,151,2,1
12,14,93,1,1
12,14,83,1,1
12,12,123,2,1
12,17,104,1,1
12,16,104,1,1
12,12,104,1,1
12,15,108,1,7
12,15,108,2,3
12,13,108,2,1
12,13,84,2,1
12,17,86,2,1
12,13,86,2,1
12,16,89,1,1
12,14,108,2,1
12,15,89,2,1
12,13,89,1,1
12,12,89,2,1
12,15,93,1,1
12,13,109,2,1
12,12,88,1,1
12,15,89,2,3
12,12,83,2,1
12,14,137,2,1
12,16,90,1,1
12,13,88,1,1
12,17,101,1,3
12,16,101,2,1
12,16,89,1,1
12,13,89,1,1
12,12,93,2,1
12,17,93,2,4
12,16,93,2,1
12,14,93,2,3
12,17,93,2,5
1,15,97,2,1
1,14,97,1,1
1,17,87,1,4
1,14,87,2,4
1,17,116,2,3
1,12,116,1,1
1,16,85,1,1
1,17,116,2,4
1,12,116,2,1
1,15,90,1,3
1,12,90,2,1
1,16,85,2,1
1,17,89,2,1
1,15,116,2,4
1,12,116,2,1
1,17,89,2,1
1,16,85,2,1
1,12,89,1,1
1,15,85,2,1
1,12,85,2,1
1,14,95,2,1
1,12,87,2,4
1,14,89,2,1
1,13,87,2,1
1,16,90,1,1
1,12,95,1,1
1,13,95,2,1
1,15,79,1,3
1,17,90,1,1
1,13,90,2,1
1,13,97,1,1
1,15,78,1,1
1,14,78,2,1
1,14,78,1,1
1,12,78,1,1
1,17,97,1,1
1,15,78,2,1
1,16,128,2,1
1,16,43,1,1
1,12,43,2,1
1,12,90,2,1
1,17,107,1,4
1,14,107,2,1
1,12,107,1,1
1,14,43,1,1
1,17,104,1,3
1,17,43,1,1
1,13,103,1,1
1,12,103,1,1
1,15,104,1,3
1,14,104,1,1
1,12,104,2,1
1,15,103,1,1
1,16,104,2,7
1,14,104,2,1
1,12,104,2,1
1,16,83,2,1
1,16,103,2,1
1,14,83,1,1
1,12,83,2,1
1,16,88,2,1
1,14,88,2,1
1,12,91,2,1
1,12,90,1,1
1,14,96,1,1
1,15,120,1,3
1,13,120,1,1
1,17,120,1,1
1,15,128,1,1
1,17,103,2,1
1,16,91,1,1
1,13,91,1,1
1,15,97,1,1
1,14,97,2,1
1,13,97,1,1
1,17,100,1,1
1,15,100,1,1
1,13,100,1,1
1,17,89,2,1
1,16,89,1,1
1,12,89,1,1
1,15,89,1,3
1,16,83,2,1
1,15,83,2,1
1,15,89,1,1
1,13,83,2,1
1,14,89,2,1
1,12,89,2,1
1,14,89,2,1
1,17,90,2,4
1,16,90,1,3
1,12,102,1,1
1,14,90,1,1
1,17,183,1,1
1,14,183,1,1
1,17,88,2,3
1,16,89,1,1
1,15,100,2,3
1,13,100,1,1
1,16,89,1,3
1,14,102,1,1
1,12,102,1,1
1,16,100,1,1
1,16,102,1,1
1,16,94,1,1
1,12,94,2,1
1,16,102,1,1
1,13,102,2,1
1,15,87,1,1
1,13,87,1,1
1,16,87,1,1
1,12,82,2,1
1,17,85,1,1
1,13,85,1,1
1,13,82,1,1
1,15,101,2,1
1,16,89,1,4
1,12,85,1,1
1,16,101,1,1
1,15,85,2,1
1,13,85,2,1
1,14,94,2,1
1,15,101,2,1
1,17,101,2,1
1,16,95,2,1
1,17,89,1,1
1,15,89,2,1
1,15,96,1,1
1,14,96,1,1
1,16,96,1,1
1,17,89,2,3
1,17,103,2,7
1,15,103,2,3
1,13,103,1,1
1,14,89,2,1
1,15,95,1,1
1,15,83,1,1
1,13,103,1,1
1,14,83,2,1
1,17,97,1,1
1,16,103,1,1
1,14,103,1,1
1,14,87,2,1
1,12,87,2,1
1,13,87,2,1
1,17,83,2,1
1,16,90,1,1
1,15,90,1,1
1,13,90,2,1
1,12,83,2,1
1,15,87,1,3
1,13,87,1,1
1,14,94,1,1
1,12,96,1,1
1,14,96,1,3
1,16,94,1,4
1,12,94,1,1
1,15,89,1,6
1,15,85,1,1
1,15,85,1,1
1,16,87,1,3
1,12,87,1,1
1,16,87,2,1
1,13,87,1,1
1,17,114,2,3
1,12,114,2,1
1,16,81,2,1
1,16,102,2,3
1,14,102,2,1
1,12,102,2,1
1,16,102,2,1
1,13,102,2,1
1,12,102,1,1
1,17,102,2,1
1,12,102,1,1
1,17,90,2,1
1,14,90,2,1
1,12,90,1,1
1,14,97,2,3
1,15,97,2,1
1,17,107,2,4
1,15,107,2,4
1,12,97,2,1
1,12,84,1,3
1,13,81,1,1
1,13,93,2,3
1,13,109,2,1
1,15,92,1,1
1,14,92,2,1
1,14,92,2,1
1,13,92,2,1
1,12,92,2,1
1,17,133,2,7
1,13,96,2,1
1,13,108,1,1
1,13,108,1,1
1,13,108,2,1
1,17,96,1,6
1,14,96,2,1
1,17,108,2,1
1,16,108,1,1
1,13,108,1,1
1,15,96,1,1
1,15,84,1,1
1,12,84,1,1
1,13,100,2,1
1,17,87,2,1
1,12,100,1,1
1,17,100,2,1
1,14,97,1,1
1,12,87,2,1
1,13,100,1,1
1,16,127,2,1
1,15,100,1,1
1,16,100,1,1
1,13,127,2,1
1,15,127,2,1
1,15,107,1,1
1,17,107,2,1
1,15,87,2,3
1,16,100,1,1
1,14,100,2,1
1,16,95,2,1
1,15,95,2,1
1,13,95,2,1
1,12,81,1,1
1,14,100,1,1
1,13,100,2,1
1,13,100,1,1
1,15,109,1,1
1,14,101,1,1
1,15,101,1,3
1,17,87,1,4
1,13,93,1,1
1,16,87,1,1
1,15,87,1,1
1,13,87,1,1
1,12,166,2,1
1,13,100,1,1
1,15,94,2,1
1,17,85,2,3
1,14,84,1,1
1,16,101,1,4
1,17,85,2,1
1,13,85,2,1
1,15,84,2,3
1,12,84,2,1
1,14,93,2,1
1,12,84,2,1
1,16,84,2,1
1,13,84,1,1
1,14,119,2,1
1,16,110,2,1
1,17,110,2,1
1,17,110,2,4
1,17,101,1,1
1,17,76,2,1
1,15,89,2,4
1,14,89,1,4
1,13,89,1,1
1,17,101,1,1
1,17,89,2,3
1,14,89,2,1
1,13,98,1,1
1,15,89,2,1
1,13,89,1,1
1,17,98,2,1
1,17,98,2,1
1,14,89,2,1
1,13,89,2,1
1,16,79,2,1
1,15,79,2,1
1,13,97,2,1
1,16,89,2,1
1,17,97,1,4
1,16,89,2,1
1,14,97,2,4
1,17,102,1,3
1,13,79,2,1
1,14,79,2,1
1,12,102,1,1
1,16,89,1,1
1,14,89,1,3
1,16,109,2,3
1,15,98,1,1
1,13,109,1,1
1,12,98,1,1
1,12,102,2,1
1,17,88,1,1
1,16,88,1,1
1,17,88,2,1
1,16,97,2,4
1,17,89,1,3
1,13,97,1,3
1,17,97,2,1
1,16,97,1,4
1,14,97,1,4
1,12,89,1,1
1,13,97,2,4
1,17,97,1,4
1,14,103,2,1
1,16,116,1,1
4,12,34,2,1
4,14,46,2,1
4,17,29,1,1
4,13,34,1,1
4,16,36,2,1
4,17,29,2,3
4,14,29,1,1
4,14,34,2,1
4,17,41,1,1
4,17,34,1,3
4,14,41,1,1
4,15,68,1,1
4,13,41,1,1
4,15,40,2,1
4,16,37,1,1
4,17,37,2,1
4,17,41,2,5
4,14,37,1,1
4,13,34,1,1
4,17,37,1,1
4,17,42,1,1
4,15,42,2,1
4,13,45,2,1
4,12,42,1,1
4,14,35,2,1
4,12,35,1,1
4,15,41,2,1
4,16,35,1,1
4,12,34,1,1
4,17,41,2,4
4,15,30,1,1
4,16,41,1,1
4,14,41,2,1
4,13,41,2,1
4,12,30,2,1
4,12,37,1,1
4,13,30,2,1
4,16,46,2,1
4,12,46,1,1
4,14,41,2,1
4,14,46,1,1
4,12,46,2,1
4,17,39,1,1
4,14,46,2,1
4,15,16,1,1
4,17,37,2,4
4,16,34,1,1
4,13,34,1,1
4,14,34,2,1
4,15,16,1,1
4,13,34,2,1
4,14,16,1,1
4,15,16,1,1
4,17,16,2,1
4,15,34,2,1
4,13,34,2,1
4,13,32,2,1
4,14,35,1,1
4,15,46,2,1
4,14,46,1,1
4,13,34,2,1
4,16,41,2,1
4,17,42,1,1
4,13,37,1,1
4,15,33,2,1
4,15,37,2,1
4,17,37,2,1
4,15,37,1,1
4,16,34,1,1
4,14,38,1,1
4,15,34,1,1
4,15,38,1,1
4,17,47,1,1
4,14,47,1,1
4,14,34,2,1
4,14,31,1,1
4,14,34,2,1
4,14,35,2,1
4,15,35,2,1
4,12,40,2,1
4,15,35,2,1
4,13,35,2,1
4,17,37,1,3
4,17,37,2,1
4,17,34,2,3
4,13,34,2,1
4,15,34,2,1
4,13,34,2,1
4,12,36,1,1
4,13,37,1,1
4,12,36,1,1
4,17,37,2,1
4,15,37,1,1
4,14,42,2,5
4,17,34,2,1
4,15,42,1,1
4,16,35,2,1
4,14,35,2,1
4,13,35,1,1
4,14,28,1,1
4,15,33,1,1
4,15,35,2,1
4,17,35,2,1
4,13,35,2,1
4,14,35,2,1
4,14,37,2,1
4,15,35,1,1
4,13,41,1,1
4,17,35,1,1
4,13,34,1,3
4,12,34,2,1
4,14,40,1,1
4,13,35,1,1
4,13,40,1,1
4,17,36,1,1
4,14,36,1,1
4,15,36,2,1
4,12,35,1,1
4,13,35,2,1
4,17,36,2,1
4,15,35,2,1
4,16,35,1,1
4,15,35,2,1
4,13,41,2,1
4,16,29,2,1
4,12,29,1,1
4,14,31,1,1
4,14,46,1,1
4,16,68,2,1
4,14,68,1,1
4,13,68,1,1
4,12,45,1,1
4,17,46,2,1
4,16,37,2,4
4,14,46,1,1
4,12,39,1,1
4,17,31,1,1
4,13,31,1,1
4,13,45,1,1
4,13,45,2,1
4,12,45,1,1
4,17,37,1,1
4,13,35,2,1
4,14,41,1,1
4,15,48,1,1
4,14,48,2,1
4,14,48,2,1
4,17,49,2,7
4,17,40,2,1
4,16,40,1,1
4,12,40,2,1
4,14,40,1,1
4,16,37,1,1
4,15,36,2,1
4,14,38,1,1
4,15,34,2,1
4,17,36,1,1
4,15,46,2,1
4,13,55,1,1
4,14,55,2,1
4,14,35,2,1
4,16,34,2,1
4,15,35,1,1
4,12,36,2,1
4,16,24,2,1
4,13,43,1,1
4,15,24,1,1
4,17,34,2,1
4,15,34,1,1
4,12,24,1,1
4,15,34,1,1
4,13,46,1,1
4,15,24,2,1
4,16,34,2,1
4,17,34,2,1
4,16,24,2,6
4,13,46,2,1
4,12,42,1,1
4,13,19,1,1
4,14,19,1,1
4,13,19,2,1
4,17,33,2,1
4,17,36,2,1
4,13,36,1,1
4,15,49,1,1
4,15,31,1,1
4,17,31,2,1
4,16,48,2,1
4,12,48,1,1
4,16,34,1,1
23,12,56,2,1
23,13,56,1,3
23,17,64,1,1
23,17,64,1,3
23,14,64,2,1
23,17,83,2,4
23,17,80,1,2
23,15,80,1,1
23,16,80,1,1
23,13,80,2,1
23,17,80,1,1
23,15,80,2,1
23,12,80,1,1
23,14,130,1,1
23,17,130,2,4
23,17,130,2,3
23,13,130,2,1
23,14,130,2,1
23,12,130,1,1
23,13,82,2,1
23,15,82,2,1
23,12,82,2,1
23,17,115,2,3
23,16,79,1,1
23,14,79,2,1
23,14,91,2,1
23,12,86,1,1
23,17,77,1,1
23,14,93,1,1
23,13,121,2,1
23,12,121,2,1
23,15,93,2,1
23,14,93,1,1
23,16,121,1,1
23,16,88,1,1
23,15,121,1,1
23,16,196,2,1
23,16,196,1,1
23,16,82,1,1
23,15,88,1,1
23,13,88,1,1
23,16,88,2,4
23,17,88,2,3
23,12,87,2,1
23,14,80,2,1
23,12,80,2,1
23,12,80,2,1
23,14,84,2,1
23,17,84,1,1
23,16,84,2,1
23,14,84,2,1
23,15,79,2,1
23,15,85,1,1
23,13,79,1,1
23,12,79,1,1
23,17,79,2,1
23,15,84,2,1
23,17,84,2,1
23,12,84,1,1
23,13,109,1,1
23,13,79,2,1
23,12,109,1,1
23,14,75,1,1
23,12,75,2,1
23,17,75,1,3
23,14,75,2,3
23,17,86,1,1
23,15,86,2,1
23,13,86,2,1
23,14,86,1,1
23,12,86,2,1
23,13,86,1,1
23,13,76,2,6
23,17,90,2,1
23,13,90,2,1
23,16,77,2,1
23,14,77,1,1
23,15,82,1,1
23,14,82,1,1
23,16,82,1,1
23,15,90,1,1
23,13,90,1,1
23,14,90,2,4
23,16,92,2,7
23,16,85,1,1
23,17,85,2,1
23,15,85,1,1
23,16,85,1,1
23,15,85,1,1
23,13,85,1,1
23,17,85,1,3
23,16,85,2,1
23,16,89,2,1
23,15,85,2,1
23,17,82,2,4
23,16,82,2,1
23,14,87,2,4
23,15,82,1,1
23,13,82,1,1
23,13,78,2,1
23,17,82,2,1
23,13,82,2,1
23,15,82,1,1
23,13,82,1,1
23,17,78,2,1
23,17,76,2,1
23,17,76,1,1
23,15,87,2,1
23,15,76,1,4
23,17,83,1,3
23,15,83,2,2
23,16,77,1,1
23,15,77,2,1
23,17,87,1,3
23,15,83,2,1
23,16,83,1,3
23,12,83,2,1
23,15,84,1,1
23,13,87,1,1
23,15,87,2,3
23,14,77,1,1
23,17,86,2,1
23,12,86,1,1
23,12,86,1,1
23,16,115,1,7
23,13,109,2,1
23,17,89,2,1
23,15,89,1,1
23,17,86,1,1
23,17,89,1,4
23,14,84,1,1
23,12,84,2,1
23,12,81,1,1
23,16,79,2,1
23,12,79,2,1
23,17,79,1,2
23,16,79,2,3
23,15,81,2,1
23,14,81,1,1
23,17,80,2,1
23,14,87,1,1
23,15,69,1,1
23,14,89,2,1
23,17,69,1,1
23,12,80,1,1
23,17,69,1,6
23,16,80,2,1
23,15,80,2,1
23,13,80,1,3
23,12,80,1,1
23,13,83,2,1
23,15,71,1,3
23,12,89,2,3
23,16,83,1,1
23,15,86,2,1
23,16,71,1,1
23,15,73,2,1
23,17,73,2,1
23,15,98,2,1
23,17,71,1,1
23,17,84,2,3
23,17,84,2,4
23,13,87,1,1
23,13,82,1,1
23,16,76,1,7
23,16,76,1,1
23,14,76,2,1
23,12,76,2,1
23,16,96,2,4
23,17,102,1,1
23,16,102,2,3
23,16,83,2,3
23,12,89,1,1
23,17,89,2,1
23,15,89,1,1
23,12,77,1,1
23,14,104,2,1
23,12,104,2,1
23,17,104,2,3
23,14,104,1,1
23,15,76,2,1
23,14,76,1,1
23,17,76,1,1
23,14,76,2,1
23,16,79,1,1
23,15,83,1,1
23,17,79,1,3
23,14,82,1,1
23,14,82,1,1
23,15,80,1,3
23,14,81,2,1
23,13,89,2,1
23,12,86,2,1
23,17,86,2,4
23,14,86,2,1
23,16,80,1,7
23,14,86,2,1
23,17,80,1,3
23,13,218,1,1
23,12,122,2,1
23,16,218,1,1
23,14,122,2,1
23,15,80,2,1
23,14,103,1,1
23,16,80,1,3
23,17,85,2,1
23,14,93,2,1
23,14,93,2,1
23,17,93,1,3
23,17,93,1,7
23,14,80,1,1
8,14,131,1,1
8,13,128,1,1
8,13,128,2,1
8,15,128,2,1
8,12,119,2,1
8,16,124,2,1
8,13,124,1,1
8,16,102,2,1
8,12,138,2,1
8,12,102,2,1
8,15,124,1,1
8,12,99,2,1
8,13,113,1,1
8,14,102,2,1
8,16,131,1,1
8,17,99,1,1
8,16,99,2,1
8,16,99,1,1
8,17,99,1,1
8,16,111,2,3
8,16,111,1,3
8,12,111,2,1
8,17,111,2,3
8,13,122,1,1
8,16,111,1,1
8,17,116,2,5
8,14,116,1,1
8,16,111,1,1
8,13,111,2,1
8,14,122,1,1
8,16,124,1,1
8,15,124,2,1
8,12,122,1,1
8,14,110,1,1
8,15,115,2,1
8,12,115,2,1
8,14,124,2,1
8,13,115,2,1
8,17,124,1,1
8,17,124,1,1
8,13,124,2,1
8,13,107,1,1
8,15,132,1,1
8,16,132,1,3
8,16,111,1,1
8,13,102,1,1
8,12,102,2,1
8,17,111,2,1
8,14,111,2,1
8,17,102,2,1
8,15,119,2,1
8,12,119,2,1
8,13,109,2,1
8,12,138,2,1
8,14,108,2,1
8,12,108,1,1
8,15,103,1,1
8,13,99,2,1
8,15,117,2,1
8,16,103,1,1
8,17,108,1,1
8,15,108,1,1
8,13,124,2,1
8,17,109,1,1
8,17,100,1,1
8,16,111,2,1
8,15,108,1,1
8,17,103,2,1
8,12,108,1,1
8,13,109,1,1
8,16,109,2,1
8,17,120,2,4
8,16,132,1,1
8,12,132,2,1
8,17,145,2,1
8,15,145,2,1
8,14,145,2,1
8,13,132,1,1
8,13,145,2,1
8,12,110,1,1
8,12,112,1,1
8,13,112,2,1
8,16,146,1,3
8,17,115,2,1
8,17,107,2,1
8,17,146,2,1
8,15,107,1,1
8,13,147,2,1
8,14,147,2,1
8,14,147,1,1
8,14,147,2,1
8,12,156,1,1
8,17,156,1,1
8,15,156,2,1
8,13,156,1,1
8,14,112,2,1
8,17,119,1,1
8,17,112,2,4
8,15,119,2,1
8,13,119,1,1
8,17,119,2,1
8,16,112,1,1
8,16,165,1,1
8,13,112,1,1
8,17,119,1,1
8,14,177,2,1
8,16,124,2,5
8,12,98,2,1
8,13,177,1,1
8,17,109,2,1
8,12,177,1,1
8,16,110,2,1
8,15,110,1,1
8,15,110,2,1
8,16,107,2,1
8,13,107,2,1
8,16,129,2,1
8,13,129,2,1
8,12,129,1,1
8,15,97,1,1
8,14,97,2,1
8,15,135,1,1
8,13,135,2,1
8,15,139,2,1
8,12,120,1,1
8,14,120,1,3
8,14,120,1,6
8,14,120,1,1
8,15,120,2,1
8,13,120,2,1
8,12,129,1,1
8,16,118,1,1
8,15,105,1,1
8,17,104,1,1
8,15,105,2,1
8,14,118,2,1
8,17,108,2,1
8,13,108,2,1
8,14,108,2,1
8,12,108,1,1
8,16,108,2,1
8,15,119,2,1
8,13,111,2,1
8,13,115,2,1
8,16,131,2,4
8,15,131,2,1
8,12,131,1,1
8,17,115,2,1
8,12,115,2,1
8,13,115,1,1
8,12,111,2,1
8,17,110,2,1
8,13,110,2,1
8,16,110,1,1
8,14,110,2,1
8,17,102,1,1
8,17,108,1,7
8,13,108,2,1
8,17,108,1,1
8,12,108,1,1
8,16,108,1,1
8,12,108,1,1
8,17,127,2,1
8,15,127,2,1
8,12,104,2,1
8,16,121,1,1
8,16,127,1,1
8,14,127,1,1
8,16,127,1,1
8,17,104,2,1
8,14,104,1,1
8,14,104,2,1
8,16,209,2,1
8,17,115,2,1
8,15,115,2,1
8,13,109,2,1
8,13,109,2,1
8,12,109,1,1
8,16,117,1,1
8,12,108,2,1
8,15,115,1,1
8,17,170,2,1
8,15,109,2,1
8,14,170,1,1
8,15,170,2,1
8,15,108,2,1
8,14,108,1,1
8,17,108,2,1
8,13,104,1,1
8,17,102,2,1
8,15,102,1,1
8,12,102,1,1
8,17,102,2,1
8,14,168,2,1
8,15,102,2,4
8,16,102,2,3
8,15,168,2,1
8,16,111,1,3
8,16,110,2,1
8,17,121,2,1
8,12,121,2,1
8,12,108,2,1
8,17,102,2,1
8,14,102,1,1
8,12,131,2,1
8,17,108,1,1
8,17,102,2,1
8,17,131,2,4
8,15,116,2,1
8,14,114,2,1
8,15,103,2,1
8,13,103,2,1
8,15,150,1,1
8,16,150,1,3
8,13,150,2,1
8,14,150,2,1
8,14,150,2,1
8,13,150,1,1
8,16,117,2,1
8,12,109,1,1
8,17,109,1,1
8,17,160,2,1
8,15,160,2,1
8,15,117,1,1
8,13,111,1,1
8,12,111,2,1
8,17,111,2,1
8,17,111,2,4
8,12,109,1,1
8,14,111,2,1
8,16,99,2,1
8,15,99,1,1
8,14,99,1,1
8,14,145,1,1
8,15,108,2,1
8,13,120,2,1
8,17,103,1,1
8,16,103,1,1
8,12,103,2,1
8,14,120,1,6
8,16,103,2,1
8,16,132,2,1
8,16,132,2,1
8,17,111,1,3
8,12,119,1,1
8,17,108,1,3
8,15,108,1,1
8,16,160,2,1
8,12,144,1,1
8,17,160,1,1
8,13,160,1,1
8,15,109,1,3
8,17,111,1,1
8,17,111,2,3
8,13,103,2,1
8,12,103,2,1
8,17,103,2,1
8,12,103,1,1
8,17,103,2,3
8,13,103,2,1
8,17,108,1,1
8,14,118,2,1
8,15,118,2,1
8,12,109,1,1
8,14,114,1,1
8,14,114,1,1
8,15,113,1,1
8,17,113,2,1
8,15,114,1,1
8,16,114,1,1
8,12,114,2,1
8,14,124,2,1
8,12,124,1,1
8,17,124,1,1
8,12,124,2,1
8,14,124,2,1
8,13,112,1,1
8,12,112,2,1
8,16,112,1,3
8,13,112,2,1
8,17,119,1,1
8,12,119,1,1
6,15,39,2,1
6,12,39,1,1
6,12,39,2,1
6,17,31,2,1
6,17,31,2,1
6,17,31,2,1
6,14,31,1,1
6,15,43,2,1
6,17,48,1,3
6,13,43,2,1
6,17,35,1,4
6,16,58,1,3
6,16,43,1,1
6,13,48,1,1
6,13,31,1,1
6,17,31,1,5
6,17,31,2,5
6,17,39,2,1
6,14,58,2,1
6,14,38,2,1
6,13,41,1,1
6,16,30,1,1
6,16,39,2,1
6,14,30,1,1
6,13,38,2,1
6,16,48,2,1
6,17,32,1,1
6,16,32,2,1
6,16,45,2,1
6,12,30,2,1
6,15,45,1,1
6,13,34,2,1
6,14,39,1,1
6,14,53,1,1
6,17,40,2,1
6,15,40,1,3
6,12,48,1,1
6,16,45,1,1
6,13,45,2,1
6,14,34,2,1
6,13,34,2,1
6,12,48,2,1
6,13,40,2,1
6,16,53,1,1
6,17,31,1,1
6,14,31,2,1
6,12,68,1,1
6,15,32,1,1
6,16,32,2,1
6,13,32,2,1
6,15,32,1,1
6,12,49,1,1
6,16,36,2,1
6,13,36,1,1
6,16,31,1,1
6,16,31,2,1
6,14,31,1,1
6,15,31,2,1
6,13,31,2,1
6,15,31,2,7
6,12,31,2,1
6,16,31,2,1
6,14,53,2,1
6,12,53,2,1
6,12,31,1,1
6,15,31,1,1
6,12,39,1,1
6,17,39,1,3
6,16,32,2,1
6,14,29,2,1
6,17,29,2,1
6,12,29,1,1
6,14,29,1,1
6,16,24,1,1
6,12,24,2,1
6,15,24,2,1
6,14,24,2,1
6,13,39,2,1
6,13,38,1,1
6,12,29,1,1
6,15,38,1,1
6,15,38,1,1
6,13,38,1,1
6,17,38,1,1
6,14,40,1,1
6,13,40,2,1
6,15,36,1,3
6,13,36,1,1
6,17,31,1,1
6,15,53,1,1
6,17,28,2,1
6,16,28,1,1
6,14,28,2,1
6,12,28,1,1
6,13,36,1,1
6,12,36,2,1
6,15,36,2,1
6,16,36,2,1
6,16,36,2,3
6,16,38,1,1
6,12,24,2,1
6,15,52,2,1
6,16,28,2,1
6,15,28,1,1
6,14,28,2,1
6,16,52,1,1
6,16,38,1,1
6,14,38,1,1
6,12,38,1,1
6,15,40,1,1
6,16,30,1,1
6,16,36,2,1
6,17,40,1,3
6,12,36,2,1
6,17,30,1,4
6,14,35,1,1
6,15,30,1,1
6,13,30,2,4
6,13,30,2,1
6,13,36,1,1
6,12,47,1,1
6,16,47,2,1
6,17,47,1,3
6,12,53,2,1
6,16,29,2,1
6,15,29,1,1
6,17,29,1,1
6,14,29,2,1
6,13,26,1,1
6,16,29,2,1
6,12,29,2,1
6,16,43,2,7
6,14,43,1,1
6,12,43,2,1
6,16,43,1,3
6,16,43,2,1
6,16,35,1,1
6,14,39,2,1
6,15,14,2,1
6,12,40,1,1
6,12,14,1,1
6,16,30,1,6
6,17,36,1,1
6,15,30,2,1
6,12,30,2,1
6,16,30,1,1
6,12,30,2,1
6,15,36,1,1
6,16,34,2,1
