ent,eda,factorExpansion,sex,n_asi_por
22,6,100,1,1
22,10,89,2,1
22,9,89,1,1
22,6,82,1,1
22,5,82,2,1
22,10,122,2,1
22,7,108,1,1
22,11,122,1,1
22,9,70,1,1
22,8,70,1,1
22,7,70,1,1
22,11,101,2,1
22,8,101,2,1
22,7,101,2,1
22,11,115,1,1
22,9,115,1,1
22,6,115,2,1
22,6,106,2,1
22,9,98,2,1
22,7,98,2,1
22,8,87,1,1
22,8,85,1,1
22,6,85,1,1
22,7,85,1,1
22,5,94,2,1
22,5,85,1,1
22,8,85,2,1
22,5,85,2,1
22,11,85,2,1
22,5,101,2,1
22,7,100,1,1
22,10,153,1,1
22,6,153,2,1
22,8,153,2,1
22,6,153,1,1
22,8,153,1,1
22,8,101,2,1
22,7,101,1,1
22,8,101,1,1
22,8,87,1,1
22,8,103,1,1
22,5,103,2,1
22,11,103,2,1
22,8,87,2,1
22,6,87,2,1
22,6,103,2,1
22,9,103,2,1
22,11,58,2,1
22,11,90,1,7
22,7,90,1,7
22,7,90,1,7
22,9,94,1,1
22,9,58,2,1
22,5,87,2,1
22,10,90,2,1
22,5,90,2,1
22,5,89,2,1
22,8,101,2,1
22,6,101,2,1
22,10,106,1,1
22,10,85,2,1
22,8,121,2,1
22,5,81,2,1
22,10,81,1,1
22,8,106,1,1
22,7,88,2,1
22,6,88,1,1
22,11,88,2,1
22,10,96,2,1
22,8,88,1,1
22,5,88,1,1
22,9,96,1,1
22,11,92,1,1
22,8,92,1,1
22,11,88,2,1
22,11,104,2,1
22,9,104,1,1
22,6,104,2,1
22,5,114,1,1
22,7,114,1,1
22,10,146,1,1
22,9,146,1,1
22,8,146,1,1
22,11,146,1,1
22,9,146,2,1
22,7,146,2,1
22,10,84,1,1
22,6,84,2,1
22,5,84,1,1
22,11,106,2,1
22,11,81,2,1
22,9,81,1,1
22,11,89,1,1
22,10,89,1,1
22,6,89,1,1
22,7,114,2,1
22,10,96,1,1
22,10,114,1,1
22,8,114,2,1
22,7,114,1,1
22,6,106,1,1
22,5,114,2,1
22,9,93,2,1
22,5,106,2,1
22,7,104,2,1
22,5,104,2,1
22,10,114,2,1
22,5,100,2,1
22,11,100,2,1
22,7,100,1,1
22,5,155,2,1
22,11,89,2,1
22,11,89,2,1
22,10,89,2,1
22,11,89,2,1
22,10,206,1,1
22,7,146,1,1
22,6,146,2,1
22,5,91,2,1
22,8,91,2,1
22,7,104,2,1
22,11,88,2,1
22,10,65,1,1
22,7,65,1,1
22,5,104,1,1
22,11,167,1,1
22,9,96,2,1
22,11,96,2,1
22,9,89,2,1
22,8,89,1,1
22,11,88,1,1
22,7,89,1,1
22,5,89,2,1
22,8,84,2,1
22,5,84,2,1
22,6,113,1,1
22,5,92,1,1
22,6,92,1,1
22,5,92,1,1
22,6,106,2,1
22,8,76,1,1
22,5,76,2,1
22,6,106,2,1
22,9,104,1,1
22,5,104,1,1
22,5,94,2,1
22,5,85,2,1
22,10,132,2,1
22,5,132,1,1
22,5,97,2,1
22,11,97,1,1
22,6,97,2,1
22,11,162,1,1
22,5,97,1,1
22,5,162,1,1
22,8,89,1,1
22,11,162,1,1
22,5,86,1,1
22,8,87,2,1
22,10,108,1,1
22,7,108,2,1
22,8,108,1,1
22,10,89,2,1
22,8,87,1,1
22,8,89,2,1
22,11,93,2,1
22,6,89,2,1
22,7,100,2,1
22,9,100,1,1
22,6,100,1,1
22,10,100,2,1
22,8,100,2,1
22,11,97,2,1
22,7,97,1,1
22,8,129,1,1
22,10,94,2,1
22,11,94,2,1
22,8,160,1,1
22,5,160,2,1
22,7,106,2,1
22,11,104,1,1
22,9,104,1,1
22,5,85,2,1
22,9,85,1,1
22,7,92,1,1
22,8,98,2,1
22,11,62,1,1
22,6,62,2,1
22,10,76,2,1
22,8,76,1,1
5,9,93,1,1
5,8,151,1,1
5,6,151,2,1
5,11,93,2,1
5,9,93,2,1
5,7,97,2,1
5,7,83,2,1
5,10,97,1,1
5,7,97,1,1
5,6,83,2,1
5,10,93,2,1
5,8,83,1,1
5,11,85,2,1
5,9,151,1,1
5,7,151,2,1
5,8,151,1,1
5,5,97,2,1
5,11,85,2,1
5,11,85,1,1
5,7,83,2,1
5,11,99,1,1
5,5,99,1,1
5,6,79,2,1
5,5,107,2,1
5,8,82,1,1
5,5,82,2,1
5,7,107,2,1
5,10,107,1,1
5,7,82,2,1
5,5,99,1,1
5,9,133,1,1
5,8,93,2,1
5,5,93,1,1
5,10,89,1,1
5,7,109,1,1
5,6,109,2,1
5,9,109,2,1
5,7,93,2,1
5,5,93,2,1
5,11,109,1,1
5,10,109,1,1
5,6,109,2,1
5,6,93,1,1
5,7,93,1,1
5,5,79,1,1
5,7,145,1,1
5,7,73,2,1
5,8,79,2,1
5,11,79,2,1
5,7,79,2,1
5,10,79,2,1
5,7,79,1,1
5,9,84,2,1
5,5,84,1,1
5,8,84,2,1
5,6,84,1,1
5,7,93,1,1
5,6,93,2,1
5,10,93,1,1
5,8,93,2,1
5,6,93,1,1
5,6,88,2,1
5,10,88,1,1
5,9,93,1,1
5,11,110,1,1
5,7,61,2,1
5,10,110,1,1
5,6,110,1,1
5,9,61,2,1
5,5,81,1,1
5,5,91,2,1
5,11,110,1,1
5,9,136,2,1
5,9,96,2,1
5,7,93,2,1
5,5,93,2,1
5,10,110,1,1
5,7,110,1,1
5,11,81,2,1
5,9,104,1,1
5,11,81,2,1
5,7,81,2,1
5,8,79,1,1
5,9,86,2,6
5,11,136,1,1
5,6,86,1,1
5,11,85,1,1
5,6,85,1,1
5,10,103,1,1
5,11,179,2,1
5,10,119,1,1
5,9,170,1,1
5,6,170,1,1
5,10,103,2,1
5,7,103,1,1
5,11,159,1,1
5,6,159,1,1
5,6,152,1,1
5,10,159,1,1
5,8,159,2,1
5,11,71,1,1
5,9,92,2,1
5,11,75,2,1
5,10,75,1,1
5,8,75,1,1
5,7,114,1,1
5,7,119,1,1
5,11,119,1,1
5,11,119,1,1
5,5,92,1,1
5,11,119,1,1
5,7,119,1,1
5,11,94,2,1
5,6,94,1,1
5,9,94,2,1
5,6,94,1,1
5,5,80,1,1
5,6,80,1,1
5,10,86,1,1
5,8,86,1,1
5,6,86,2,1
5,7,91,2,1
5,11,91,1,1
5,9,100,1,1
5,7,100,1,1
5,6,79,1,1
5,5,94,2,7
5,8,136,1,1
5,5,136,2,1
5,9,136,2,1
5,8,136,1,1
5,9,96,2,1
5,6,91,1,1
5,11,84,2,1
5,7,83,1,1
5,5,81,1,1
5,8,82,1,1
5,8,81,1,1
5,7,82,2,1
5,11,83,2,1
5,7,83,1,1
5,10,77,2,1
5,7,77,2,1
5,8,101,2,1
5,8,105,2,1
5,7,105,2,1
5,8,105,2,1
5,6,105,2,1
5,9,105,2,1
5,7,105,2,1
5,7,105,1,1
5,7,105,1,1
5,9,81,2,1
5,6,81,1,1
5,10,85,2,1
5,8,85,1,1
5,10,116,2,1
5,9,116,1,1
5,5,116,2,1
5,9,141,1,1
5,9,89,1,1
5,11,77,1,1
5,5,130,1,1
5,10,83,1,1
5,10,82,2,1
5,7,98,1,1
5,5,98,2,1
5,9,82,1,1
5,8,97,1,1
5,5,164,1,1
5,8,97,1,1
5,5,106,2,1
5,9,164,2,1
5,8,164,1,1
5,7,164,2,1
5,10,83,2,1
5,6,83,2,1
5,11,83,1,1
5,9,83,1,1
5,9,83,2,1
5,9,93,2,1
5,7,93,2,1
5,6,93,1,1
5,10,79,2,1
5,5,79,2,1
5,9,121,2,1
5,10,116,2,1
5,7,116,2,1
5,11,79,1,1
5,7,83,2,1
5,7,80,1,1
5,6,77,1,1
5,9,121,2,1
5,9,98,1,1
5,6,111,1,1
5,5,79,2,1
5,5,79,1,1
5,9,79,2,1
5,10,116,2,1
5,5,116,1,1
5,11,81,2,1
5,10,81,2,1
5,7,81,1,1
5,9,81,1,1
5,5,81,1,1
5,9,81,2,1
5,5,81,2,1
5,5,81,1,1
5,6,81,1,1
5,8,121,2,1
5,7,103,1,1
5,7,103,1,1
5,11,121,2,1
5,9,85,1,1
5,6,85,2,1
5,5,152,1,1
5,11,152,1,1
5,10,95,2,1
5,9,95,2,1
5,5,95,2,1
5,5,154,2,1
5,11,83,2,1
5,6,84,2,1
5,8,116,2,1
5,6,116,1,1
5,10,152,1,1
5,7,152,1,1
5,7,154,1,1
5,5,154,1,1
5,8,154,2,1
5,11,154,1,1
5,8,154,2,1
5,7,84,2,1
5,6,86,2,1
5,5,85,2,1
5,7,82,2,1
5,11,86,1,1
5,7,82,1,1
5,7,88,2,1
5,11,82,2,1
5,5,97,2,1
5,10,86,1,1
5,10,82,1,1
5,10,87,1,1
5,8,97,2,1
5,6,97,2,1
5,6,98,1,1
5,11,98,2,1
5,10,98,2,1
5,11,84,2,1
5,11,98,2,1
5,6,98,1,1
5,8,97,2,1
5,7,97,2,1
5,10,98,1,1
5,9,98,2,1
5,6,98,2,1
5,8,98,2,1
5,6,98,1,1
5,6,82,1,1
5,6,111,1,1
5,9,121,1,1
24,9,144,2,1
24,7,144,1,1
24,6,144,2,1
24,5,144,1,7
24,8,118,2,1
24,9,113,1,1
24,5,126,2,1
24,7,113,1,1
24,10,113,1,1
24,5,113,1,1
24,11,113,1,1
24,5,146,1,7
24,11,180,1,1
24,10,118,2,1
24,6,126,1,1
24,5,113,1,1
24,11,180,1,1
24,7,180,1,1
24,8,118,2,1
24,5,118,2,1
24,5,146,2,1
24,10,157,1,1
24,6,157,2,1
24,6,132,2,1
24,7,132,1,1
24,9,125,1,1
24,9,125,1,1
24,8,125,2,1
24,5,125,2,1
24,9,108,1,1
24,11,118,1,1
24,10,113,2,1
24,10,120,1,1
24,5,120,2,1
24,10,120,2,1
24,8,120,2,1
24,5,120,2,1
24,10,113,2,1
24,11,199,1,1
24,8,108,1,1
24,5,108,2,1
24,11,113,2,1
24,7,113,2,1
24,7,113,2,1
24,10,113,1,1
24,8,146,1,1
24,5,169,1,1
24,11,169,1,1
24,5,169,2,1
24,7,124,1,1
24,9,101,2,1
24,5,124,2,1
24,10,101,1,1
24,10,101,1,1
24,8,113,2,1
24,6,113,1,1
24,8,125,2,1
24,9,125,1,1
24,5,125,2,1
24,5,125,1,1
24,11,117,2,1
24,8,111,2,1
24,8,111,2,1
24,5,111,1,1
24,6,120,2,1
24,11,184,2,1
24,5,184,1,1
24,7,184,1,1
24,11,184,1,1
24,10,184,1,1
24,7,184,2,1
24,6,159,1,1
24,5,159,2,1
24,11,126,2,1
24,9,126,1,1
24,6,126,1,1
24,11,113,2,1
24,10,113,1,1
24,8,109,1,1
24,6,109,1,1
24,9,109,2,1
24,7,109,1,1
24,7,109,2,1
24,10,120,1,1
24,9,120,1,1
24,11,120,1,1
24,8,120,1,1
24,11,120,1,1
24,9,120,2,1
24,6,120,1,1
24,5,211,2,1
24,11,160,1,1
24,7,160,1,1
24,8,116,1,1
24,6,124,2,1
24,8,146,2,1
24,8,125,2,1
24,8,125,1,1
24,5,125,2,1
24,9,118,1,1
24,6,150,1,1
24,8,112,2,1
24,7,112,1,1
24,10,122,2,1
24,5,122,2,1
24,9,118,1,1
24,10,184,2,1
24,8,184,2,1
24,5,184,1,1
24,11,184,2,1
24,9,122,1,1
24,7,122,1,1
24,5,122,1,1
24,11,133,1,1
24,7,133,1,4
24,5,133,2,4
24,11,119,2,1
24,7,119,2,1
24,7,122,2,1
24,9,119,2,1
24,7,133,2,1
24,8,118,1,1
24,6,172,1,1
24,7,149,2,1
24,8,149,2,1
24,5,125,2,1
24,8,118,1,1
24,8,122,1,1
24,5,122,1,1
24,5,122,1,1
24,7,122,2,1
24,9,136,1,1
24,7,136,1,1
24,9,118,1,1
24,5,118,1,1
24,10,125,1,1
24,7,125,1,1
24,9,124,1,1
24,7,124,2,1
24,7,124,2,1
24,10,124,1,1
24,9,150,1,1
24,11,113,2,1
24,8,133,1,1
24,7,128,2,1
24,10,128,2,1
24,9,128,1,1
24,5,133,1,1
24,10,133,1,1
24,6,240,1,1
24,5,240,1,1
24,8,143,1,1
24,7,143,1,1
24,11,143,2,1
24,11,135,2,1
24,5,135,2,1
24,8,135,1,1
24,9,141,1,1
24,7,141,1,1
24,5,122,2,1
24,9,118,1,1
24,5,149,1,1
24,7,143,1,1
24,8,118,2,1
24,6,122,1,1
24,7,133,2,1
24,9,293,1,1
24,7,293,2,1
24,6,293,2,1
24,6,117,2,1
24,9,151,1,1
24,6,151,1,1
24,7,117,1,1
24,6,293,2,1
24,11,125,1,1
24,11,252,1,1
24,10,151,2,1
24,7,252,1,1
24,6,186,1,1
24,11,186,2,1
24,5,186,2,1
24,10,186,2,1
24,7,118,1,1
24,10,113,1,1
24,9,186,1,1
24,11,118,1,1
24,6,130,1,1
24,10,130,1,1
24,7,130,1,1
24,10,130,2,1
24,6,130,2,1
24,11,117,2,1
24,9,113,2,1
24,7,117,2,1
24,9,113,1,1
24,11,117,1,1
24,8,110,1,1
24,7,143,2,1
24,8,127,2,1
24,5,151,2,1
24,7,112,1,1
24,10,112,1,1
24,8,112,1,1
24,11,151,1,1
24,8,112,1,1
24,9,252,1,1
24,11,113,2,1
24,11,114,1,1
24,9,114,1,1
24,7,113,2,1
24,6,114,1,1
24,10,127,2,1
24,5,127,1,1
24,7,117,1,1
24,6,117,2,1
24,7,114,2,1
24,7,164,1,1
24,6,130,1,1
24,7,130,2,1
24,6,130,1,1
24,10,117,2,1
24,6,117,1,1
24,10,126,2,1
24,8,142,1,1
24,5,142,1,1
24,6,168,1,1
24,8,142,1,1
24,10,168,2,1
24,7,168,1,1
24,11,168,2,1
24,11,168,2,1
24,6,121,1,1
24,6,142,1,1
24,10,190,1,1
24,5,190,1,1
24,11,167,2,1
24,6,167,1,1
24,10,167,2,1
24,5,190,2,1
24,10,167,1,1
24,5,167,1,1
24,9,151,1,1
24,7,151,2,1
24,5,151,2,1
24,7,151,2,1
24,10,97,1,1
24,7,97,1,1
24,11,97,1,1
24,9,97,1,1
24,5,97,1,1
24,11,97,1,1
24,6,143,2,1
24,5,143,2,1
24,8,118,2,1
24,7,118,1,1
24,5,141,1,1
24,6,141,1,1
24,5,114,1,1
24,5,114,2,1
24,10,110,2,1
24,5,110,1,1
24,9,130,2,1
24,8,130,2,1
24,5,130,2,1
24,9,119,2,1
24,11,119,2,1
24,11,133,1,1
24,11,110,1,1
24,8,133,1,1
24,9,133,1,1
24,7,133,2,1
24,9,116,2,1
24,9,117,2,1
24,5,117,1,1
24,5,117,2,1
24,6,110,1,1
24,5,135,1,1
24,9,135,1,1
24,11,118,2,1
24,6,117,2,1
24,7,118,1,1
24,9,118,2,1
24,10,118,2,1
24,8,135,1,1
24,7,135,2,1
24,10,133,1,1
24,6,133,1,1
24,11,113,1,1
24,10,182,1,1
24,9,182,1,1
24,10,125,1,1
24,9,125,1,1
24,10,113,1,1
24,5,128,2,1
24,11,125,2,1
24,6,125,1,1
24,7,117,2,1
24,8,117,2,1
24,6,128,2,1
24,10,128,2,1
24,11,117,2,1
24,5,117,2,1
24,9,117,2,1
24,8,117,2,1
24,6,117,1,1
24,8,182,2,1
24,6,182,1,1
24,10,126,2,1
24,8,161,2,1
24,10,200,1,1
24,11,200,2,1
24,6,200,2,1
24,10,124,2,1
24,9,124,2,1
24,11,126,2,1
24,11,126,2,1
24,8,126,1,1
24,8,124,1,1
24,8,137,2,1
24,10,137,2,1
24,6,137,2,1
24,5,137,1,1
24,10,116,2,1
24,11,116,2,1
24,9,116,2,1
24,5,200,2,1
24,10,116,1,1
24,5,116,1,1
24,8,135,2,1
24,7,135,1,1
24,5,135,1,1
24,11,116,1,7
24,6,116,2,7
24,9,116,2,7
24,5,159,2,1
24,6,116,1,1
24,5,116,1,1
24,5,120,2,1
24,9,125,1,1
24,5,120,1,1
24,11,159,2,1
28,11,82,1,1
28,8,95,1,1
28,11,95,1,1
28,9,95,1,1
28,9,116,2,1
28,7,111,1,1
28,6,113,1,1
28,10,113,1,1
28,8,113,2,1
28,9,127,1,1
30,8,272,2,1
30,6,272,1,1
28,10,93,1,1
28,5,79,1,1
28,10,103,2,1
28,9,93,2,1
28,9,82,2,1
28,11,93,2,1
28,7,82,2,1
28,10,93,2,1
28,7,93,1,1
28,6,82,2,1
28,9,72,2,1
28,5,82,1,1
28,10,82,1,1
28,7,82,2,1
28,5,82,1,1
28,7,85,2,1
28,8,84,1,1
28,9,83,2,1
28,7,83,1,1
28,11,83,2,1
28,8,83,1,1
28,9,94,2,1
28,11,83,1,1
28,9,83,2,1
28,11,94,1,1
28,7,94,1,1
28,7,94,1,1
28,5,94,1,1
28,11,94,1,1
28,7,81,1,1
28,8,94,2,1
28,6,94,2,1
28,8,84,2,1
28,10,94,1,1
28,5,84,2,1
28,9,84,1,1
28,7,94,1,1
28,5,94,2,1
30,6,109,2,1
28,7,84,2,1
28,8,82,1,1
28,11,81,1,1
28,11,133,1,1
28,11,88,2,1
28,6,86,1,1
28,6,115,1,1
28,7,83,2,1
28,5,83,2,1
28,10,83,2,1
28,8,83,2,1
28,5,83,1,1
28,9,81,2,1
28,8,81,2,1
28,6,81,2,1
28,7,81,1,1
28,10,79,2,1
28,6,78,1,1
28,9,79,1,1
28,7,94,2,1
28,8,94,1,1
28,6,102,1,1
28,11,102,1,1
28,6,102,2,1
28,11,115,2,1
28,8,109,2,1
28,6,83,2,1
28,9,78,2,1
28,7,86,2,1
28,9,102,2,1
28,6,102,2,1
28,11,66,1,1
30,10,164,2,1
30,10,164,1,1
28,7,78,1,1
28,8,84,1,1
28,6,84,1,1
28,11,95,2,1
28,11,108,2,1
28,9,108,2,1
28,10,82,1,1
28,7,122,2,1
28,9,129,1,1
28,9,87,1,1
28,5,87,2,1
28,6,82,2,1
28,9,78,2,1
28,9,108,2,1
28,7,108,2,1
28,6,83,2,1
28,10,83,1,1
28,10,129,1,1
28,7,129,1,1
28,6,91,1,1
28,10,134,2,1
28,5,134,1,1
28,8,109,1,1
28,11,134,1,1
28,9,134,1,1
28,5,134,1,1
28,10,134,1,1
28,6,134,1,1
28,9,88,1,1
28,7,94,2,1
28,10,148,1,1
28,10,88,1,1
28,10,148,1,1
28,6,148,2,1
28,8,148,1,1
28,9,91,1,1
28,9,101,2,1
28,10,91,2,1
28,5,95,1,1
28,11,101,1,1
28,9,90,2,1
28,6,90,2,1
28,7,94,1,1
28,5,201,2,1
28,10,169,1,1
28,11,117,1,1
28,8,117,2,1
28,9,117,2,1
28,11,90,2,1
28,7,97,2,1
28,10,86,1,1
28,10,86,2,1
28,5,86,2,1
28,9,86,1,1
28,8,109,1,1
28,8,109,1,1
28,7,109,2,1
28,6,84,2,1
28,11,109,2,1
28,7,85,1,1
28,5,85,2,1
28,11,85,1,1
28,7,85,1,1
28,10,96,2,1
28,8,96,2,1
28,10,88,2,1
28,8,133,2,1
28,9,94,1,1
28,10,77,2,1
28,8,77,1,1
28,5,77,1,1
28,6,90,1,1
28,8,123,1,1
28,5,84,1,1
28,10,83,1,1
28,11,77,1,1
28,7,108,1,1
28,5,161,1,1
30,9,173,2,1
28,10,115,2,1
28,8,115,2,1
30,9,173,2,1
28,6,90,2,1
28,8,90,2,1
28,8,90,1,1
28,5,90,1,4
28,9,87,2,1
28,6,102,2,1
30,7,183,2,1
28,5,223,2,1
30,9,183,2,1
28,10,121,1,1
28,6,121,1,1
28,8,121,1,1
28,9,87,1,1
28,10,84,1,1
28,7,84,1,1
28,9,84,2,1
28,6,84,2,1
28,8,87,2,1
28,10,83,2,1
28,8,87,1,1
28,5,83,2,1
28,10,82,2,1
28,7,82,1,1
28,10,103,1,1
28,6,103,2,1
28,7,115,1,1
28,8,108,1,1
28,5,83,1,1
28,9,82,2,1
30,10,173,2,1
28,9,106,2,1
28,7,106,1,1
28,7,108,2,1
28,7,108,1,1
28,11,113,1,1
28,8,113,1,1
28,9,113,1,1
28,11,83,2,1
28,7,83,2,1
28,10,83,1,1
28,10,131,2,1
28,6,92,1,1
28,5,92,2,1
28,8,92,1,1
18,9,40,2,1
18,11,63,2,1
18,11,40,2,1
18,9,63,1,1
18,10,40,2,1
18,9,63,2,1
18,6,39,1,1
18,9,38,1,1
18,10,38,2,1
18,7,40,1,1
18,5,40,2,1
18,11,40,2,1
18,10,33,1,1
18,9,48,1,1
18,8,48,1,1
18,7,48,2,1
18,6,48,2,1
18,10,33,2,1
18,10,41,2,1
18,7,39,1,1
18,6,41,2,1
18,7,39,2,1
18,11,41,2,1
18,6,41,1,1
18,10,41,2,1
18,5,41,2,1
18,6,41,1,1
18,11,40,2,1
18,8,40,1,1
18,6,40,2,1
18,11,41,1,1
18,10,41,2,1
18,7,40,2,1
18,10,41,1,1
18,8,41,1,1
18,9,40,2,1
18,6,40,1,1
18,8,41,1,1
18,9,41,2,1
18,11,41,1,1
18,11,47,2,1
18,8,38,2,1
18,10,42,1,1
18,10,39,1,1
18,9,50,1,1
18,7,39,1,1
18,5,50,2,1
18,7,50,2,1
18,5,50,1,1
18,11,39,1,1
18,9,41,2,1
18,8,54,1,1
18,10,54,2,1
18,8,54,1,1
18,8,54,2,1
18,5,40,1,1
18,10,40,1,1
18,11,49,1,1
18,7,49,1,1
18,7,40,1,1
18,11,49,1,1
18,7,49,2,1
18,6,49,2,1
18,6,40,1,1
18,8,67,1,1
18,5,50,2,1
18,6,67,1,1
18,6,43,1,1
18,8,50,2,1
18,11,41,1,1
18,11,41,1,1
18,11,41,2,1
18,6,38,1,1
18,5,38,1,1
18,10,48,2,1
18,8,48,2,1
18,11,55,2,1
18,7,55,1,1
18,6,55,1,1
18,5,40,2,1
18,11,40,2,1
18,8,40,1,1
18,10,40,1,1
18,6,38,1,1
18,5,38,1,1
18,10,49,2,1
18,8,49,1,1
18,6,40,2,1
18,9,47,1,1
18,6,47,1,1
18,7,49,2,1
18,5,52,2,1
18,10,52,2,1
18,11,39,2,1
18,5,39,2,1
18,11,44,1,1
18,5,48,1,1
18,9,44,1,1
18,9,40,1,1
18,9,39,1,1
18,5,39,1,1
18,8,37,2,1
18,7,49,1,1
18,7,53,1,1
18,10,39,1,1
18,9,43,1,1
18,8,43,1,1
18,5,44,1,1
18,9,44,1,1
18,9,41,1,1
18,6,41,2,1
18,6,44,1,1
18,8,51,1,1
18,11,63,1,1
18,9,63,1,1
18,9,63,2,1
18,7,51,1,1
18,9,63,1,1
18,7,63,1,1
18,11,42,1,1
18,7,42,2,1
18,10,36,2,1
18,10,40,2,1
18,11,36,1,1
18,9,36,1,1
18,10,93,1,1
18,6,93,1,1
18,9,93,1,1
18,7,93,1,1
18,9,51,2,1
18,6,51,2,1
18,8,37,1,1
18,7,37,1,1
18,5,37,2,1
18,11,39,1,1
18,8,61,1,1
18,5,61,2,1
18,7,37,2,1
18,5,37,2,1
18,7,37,2,1
18,10,68,2,1
18,8,68,1,1
18,6,68,2,1
18,5,68,1,1
18,8,42,1,1
18,11,68,2,1
18,6,68,2,1
18,8,42,1,1
18,10,39,2,1
18,7,39,2,1
18,10,39,1,1
18,9,39,2,1
18,8,39,2,1
18,6,54,2,1
18,7,54,1,1
18,11,39,1,1
18,5,67,1,1
18,9,38,2,1
18,5,67,2,1
18,8,38,1,1
18,7,67,1,1
18,7,67,2,1
18,5,40,1,1
18,6,40,2,1
18,10,40,2,1
18,7,40,2,1
18,6,40,1,1
18,8,44,1,1
18,10,44,1,1
18,9,40,2,1
18,8,40,1,1
18,6,44,2,1
18,11,47,1,1
18,5,42,2,1
18,7,47,2,1
18,7,47,2,1
18,7,42,1,1
18,11,42,2,1
18,10,39,1,1
18,9,39,2,1
18,5,37,2,1
18,11,37,2,1
18,10,42,1,1
18,7,40,2,1
18,8,54,2,1
18,10,40,1,1
18,6,66,2,1
18,6,38,1,1
18,5,38,1,1
18,6,53,1,1
18,7,53,1,1
18,6,53,2,1
18,10,53,2,1
18,8,41,1,1
18,10,42,1,1
18,8,42,2,1
18,5,41,2,1
18,8,39,1,1
18,6,39,1,1
18,11,39,2,1
18,9,39,2,1
18,5,39,2,1
18,11,40,1,1
18,10,39,1,1
18,6,39,1,1
18,5,51,1,1
18,7,41,2,1
18,6,51,2,1
18,10,39,1,1
18,9,37,2,1
18,9,37,1,3
18,5,36,1,1
18,9,39,1,1
18,7,39,2,1
18,5,39,1,1
18,11,56,2,1
18,9,56,1,1
18,10,38,1,1
18,8,38,2,1
18,7,40,1,1
18,6,40,2,1
18,10,39,2,1
18,7,39,2,1
18,9,39,1,1
18,10,40,1,1
18,10,54,1,1
18,9,54,2,1
18,9,40,1,1
18,8,40,1,1
18,5,40,1,1
18,6,80,1,1
18,8,48,1,1
18,6,36,2,1
18,6,48,1,1
18,7,64,2,1
18,10,48,2,1
18,10,48,1,1
18,7,48,1,1
18,7,48,1,1
18,10,47,1,1
18,7,37,2,1
18,7,80,1,1
18,11,36,2,1
18,10,36,1,1
18,10,36,1,1
18,5,37,2,1
18,7,57,1,1
18,10,58,1,1
18,10,55,1,1
18,5,55,1,1
18,9,58,1,1
18,7,58,1,1
18,5,58,1,1
18,7,38,2,1
18,11,41,2,1
18,6,41,1,1
18,8,35,2,1
18,9,35,1,1
18,9,35,1,1
18,7,41,2,1
18,8,35,2,1
18,9,41,1,1
18,7,35,1,1
18,6,35,2,1
18,10,43,1,1
18,6,43,2,1
18,11,43,2,1
18,9,43,2,1
18,9,96,2,1
18,6,35,2,1
18,11,36,1,1
18,7,36,2,1
18,5,96,1,1
18,6,36,2,1
18,10,36,1,1
18,10,36,1,1
18,11,36,2,1
2,6,198,2,1
2,11,198,1,1
2,8,198,1,1
2,8,198,1,1
2,9,188,2,1
2,5,188,2,1
2,10,180,2,1
2,5,180,2,1
2,10,164,1,1
2,9,183,2,1
2,11,183,2,1
2,8,188,2,1
2,11,164,1,1
2,7,164,1,1
2,7,256,2,1
2,5,155,1,1
2,11,155,2,1
2,7,256,2,1
2,11,191,2,1
2,6,191,1,1
2,5,256,1,1
2,9,256,2,1
2,9,188,1,1
2,7,155,2,1
2,5,155,2,1
2,11,172,1,1
2,8,172,2,1
2,11,172,2,1
2,10,152,1,1
2,9,152,2,1
2,8,152,1,1
2,6,152,1,1
2,10,216,2,1
2,5,216,1,1
2,9,189,1,1
2,6,211,1,1
2,9,339,1,1
2,7,209,1,1
2,11,248,2,1
2,7,248,2,1
2,9,107,1,1
2,11,209,1,1
2,5,209,1,7
2,8,191,2,1
2,6,191,1,1
2,10,183,1,1
2,10,252,1,1
2,7,207,1,1
2,9,188,1,1
2,6,255,2,1
2,10,255,2,1
2,8,193,2,1
2,6,193,1,1
2,6,193,2,1
2,7,198,1,1
2,6,207,1,6
2,7,173,1,1
2,6,191,1,1
2,11,209,2,1
2,7,158,1,1
2,6,158,1,4
2,5,254,1,1
2,8,158,2,1
2,6,158,2,1
2,11,176,1,1
2,9,176,2,1
2,7,198,1,1
2,11,176,1,1
2,11,210,1,1
2,9,210,2,1
2,11,198,1,6
2,8,198,2,1
2,8,139,1,1
2,6,139,2,1
2,10,218,2,1
2,7,218,2,1
2,9,139,2,1
2,9,281,1,1
2,10,139,1,1
2,10,281,2,1
2,8,281,1,1
2,7,281,1,1
2,8,234,2,1
2,7,225,1,1
2,11,167,1,1
2,9,167,2,1
2,9,225,2,1
2,8,167,1,1
2,6,167,2,1
2,10,235,1,1
2,9,167,2,1
2,8,353,1,1
2,8,197,2,1
2,5,178,1,1
2,9,178,1,1
2,8,353,1,1
2,8,171,1,1
2,6,167,2,1
2,8,204,1,1
2,8,167,2,1
2,6,171,1,7
2,9,235,1,1
2,10,167,2,6
2,10,165,1,1
2,9,165,2,1
2,5,165,2,1
2,11,222,2,1
2,6,171,2,1
2,8,222,2,1
2,8,204,2,1
2,9,222,2,1
2,7,222,2,1
2,5,204,1,1
2,11,211,1,1
2,7,211,1,1
2,11,194,2,1
